flt_no,flt_date,original_ab_price,original_bc_price,original_ac_price,original_ab_revenue,original_bc_revenue,original_ac_revenue,original_total_revenue,optimal_ab_price,optimal_bc_price,optimal_ac_price,predicted_ab_pax,predicted_bc_pax,predicted_ac_pax,allocated_ab_seats,allocated_bc_seats,allocated_ac_seats,expected_revenue,revenue_improvement,revenue_improvement_amount
l3IZZC31sPE=,2024-06-01,568.632911392405,252.0,470.0,44922.0,28980.0,470.0,74372.0,838,837,958,59,118,2,177,177,3,150124,101.85553703006507,75752.0
FTTPbjO628k=,2024-06-11,349.2168674698795,695.1603773584906,691.0,28985.0,73687.0,3455.0,106127.0,851,1629,1873,93,78,5,116,116,6,215570,103.12455831221084,109443.0
YNqu8kXIXpA=,2024-06-06,312.13186813186815,419.9767441860465,623.6666666666666,28404.0,36118.0,24323.0,88845.0,810,1045,1211,82,69,20,137,137,33,162745,83.17856941865045,73900.0
J0Py+Cze154=,2024-06-07,674.9579831932773,286.7196261682243,667.0731707317074,80320.0,30679.0,27350.0,138349.0,1228,1807,1990,102,116,45,117,117,45,424418,206.7734497538833,286069.0
DLW6IoobIS4=,2024-06-04,240.16666666666663,367.9032258064516,499.4375,8646.0,22810.0,31964.0,63420.0,835,1265,1837,73,91,56,114,114,70,278942,339.8328602964364,215522.0
Iu+bhJObMx0=,2024-06-07,684.4605263157895,140.92857142857142,715.1904761904761,104038.0,1973.0,15019.0,121030.0,1145,331,1390,122,47,34,144,144,40,202507,67.31967280839461,81477.0
OpLClBiuNxE=,2024-06-09,594.2708333333334,611.7821782178218,1111.851851851852,57050.0,61790.0,60040.0,178880.0,1697,1416,1916,122,112,38,133,133,41,438434,145.09950805008944,259554.0
qwqS1Tyf9A8=,2024-06-19,554.625,498.00763358778624,861.1578947368421,84303.0,65239.0,16362.0,165904.0,1784,939,1835,131,131,56,131,131,53,453968,173.63294435336098,288064.0
K6KfBvlIl2I=,2024-06-25,516.6666666666666,377.26277372262774,,80600.0,51685.0,0.0,132285.0,1114,955,1391,122,143,3,155,155,3,276646,109.12877499338549,144361.0
s02kggZaVLU=,2024-06-03,571.9718309859155,821.3559322033898,1750.0,40610.0,48460.0,3500.0,92570.0,1239,1133,2433,68,52,34,56,56,34,211022,127.95938208922976,118452.0
k8yuiKWfR5g=,2024-06-22,593.1372549019608,424.3076923076923,649.2682926829268,30250.0,22064.0,53240.0,105554.0,1046,816,1360,80,64,57,89,89,63,213424,102.19413759781723,107870.0
2r5MOb6xyik=,2024-06-05,385.51020408163265,483.9161290322581,316.42857142857144,18890.0,75007.0,8860.0,102757.0,786,1064,1280,98,81,64,113,113,73,245132,138.55503761300935,142375.0
EcVcEyCES+Q=,2024-06-01,311.0546875,496.05825242718447,953.4444444444443,39815.0,51094.0,17162.0,108071.0,1010,811,1590,132,114,20,149,149,23,257574,138.3377594359264,149503.0
fqUzlFl9peQ=,2024-06-25,289.4230769230769,549.8481012658228,531.1643835616438,15050.0,43438.0,38775.0,97263.0,635,1171,1207,80,86,17,132,132,26,172025,76.86581742286378,74762.0
p+Hvo8/qNIo=,2024-06-04,497.43065693430657,446.6532258064516,920.0,68148.0,55385.0,1840.0,125373.0,1365,1150,1528,76,112,0,186,186,0,232540,85.47853206033197,107167.0
vXEZRUlnD90=,2024-06-08,396.0,529.57,275.27941176470586,13068.0,52957.0,18719.0,84744.0,288,681,990,36,73,47,115,115,74,106611,25.803596714811665,21867.0
ExC4YUTAc+0=,2024-06-14,252.22222222222223,813.7407407407408,386.8965517241379,11350.0,43942.0,11220.0,66512.0,747,1137,1254,40,49,38,50,50,39,133245,100.33227086841472,66733.0
s6h11a3TwEc=,2024-06-16,708.5890410958904,929.438775510204,936.4761904761904,103454.0,91085.0,19666.0,214205.0,2005,1657,2195,138,117,23,146,146,24,521044,143.24548913424056,306839.0
EB5Sx2MJDAg=,2024-06-27,1363.7457627118645,573.6145833333334,1380.4411764705883,160922.0,55067.0,46935.0,262924.0,2320,1537,2419,121,97,0,172,172,0,429809,63.47271454869088,166885.0
TQjGRJ5+Y2g=,2024-06-21,745.0887096774194,526.066037735849,819.1960784313726,92391.0,55763.0,41779.0,189933.0,1651,1009,1886,113,110,36,137,137,43,365449,92.40942858797577,175516.0
pZvEtcc9/SQ=,2024-06-19,1027.2289156626507,622.7027027027027,806.3529411764706,85260.0,46080.0,68540.0,199880.0,1587,981,1759,119,96,59,120,120,60,386810,93.52111266760056,186930.0
biLelSmpMh4=,2024-06-04,482.6818181818182,683.3953488372093,488.8372093023256,10619.0,29386.0,21020.0,61025.0,829,1132,1848,35,29,27,50,50,39,111739,83.10364604670217,50714.0
dGcCUyFhAVU=,2024-06-08,641.0645161290323,717.7127659574468,814.6949152542373,59619.0,67465.0,48067.0,175151.0,1716,864,1806,61,105,34,133,133,43,256800,46.61634817957077,81649.0
Ci705OowZIM=,2024-06-14,716.8333333333334,304.97222222222223,878.0,43010.0,10979.0,8780.0,62769.0,1305,762,1372,49,34,29,57,57,33,129641,106.53666618872373,66872.0
hheAi7q9muM=,2024-06-17,1532.8119658119658,441.9591836734694,907.0769230769232,179339.0,43312.0,23584.0,246235.0,2476,1482,2892,117,101,4,161,161,5,450942,83.13481024224826,204707.0
ZF+rEj4Ce8M=,2024-06-11,450.5917159763314,376.5357142857143,870.0,76150.0,63258.0,870.0,140278.0,1277,1100,1618,143,155,26,154,154,26,394079,180.92715892727298,253801.0
3WvhHVy2Lrk=,2024-06-09,500.0,363.8888888888889,362.10526315789474,6000.0,3275.0,13760.0,23035.0,748,684,767,24,20,34,37,37,52,57710,150.5317994356414,34675.0
LkS1qlL0IqI=,2024-06-23,175.0,663.3448275862069,673.7450980392157,525.0,19237.0,34361.0,54123.0,570,758,1239,21,19,32,35,35,54,66020,21.98141270809083,11897.0
EERTRbcO+Rc=,2024-06-26,436.8387096774194,887.3793103448276,777.5961538461538,40626.0,77202.0,40435.0,158263.0,1089,1581,1759,100,112,7,149,149,9,298285,88.4742485609397,140022.0
9j7JEaLXNOc=,2024-06-07,667.2307692307693,265.4871794871795,581.1153846153846,43370.0,20708.0,30218.0,94296.0,1481,1256,1612,75,79,10,126,126,16,226419,140.11516925426318,132123.0
TDNsB1f9YJg=,2024-06-02,791.0309278350516,885.1041666666666,1239.296875,76730.0,84970.0,79315.0,241015.0,1308,1906,2107,85,95,3,169,169,5,298571,23.880671327510736,57556.0
4WtQVvbaoq4=,2024-06-29,700.5434782608696,1127.1328671328672,,64450.0,161180.0,0.0,225630.0,1454,1322,1653,147,179,8,178,178,8,462278,104.88321588441254,236648.0
lEYuOWhBzhM=,2024-06-12,686.4341085271318,314.11042944785277,1160.0,88550.0,51200.0,5800.0,145550.0,1929,1043,1981,107,131,0,180,180,0,343036,135.68258330470627,197486.0
5HicrciNMUk=,2024-06-23,604.0,503.4807692307692,642.0263157894736,63420.0,52362.0,24397.0,140179.0,1506,1051,1986,85,83,35,116,116,48,284753,103.13527703864345,144574.0
9j7JEaLXNOc=,2024-06-20,699.0909090909091,350.0,535.9565217391304,53830.0,26250.0,24654.0,104734.0,1481,1256,1612,80,82,18,116,116,26,250488,139.16588691351424,145754.0
W8ex2weiLTU=,2024-06-02,413.3939393939394,822.9109589041096,764.8148148148148,54568.0,120145.0,20650.0,195363.0,1519,1399,2232,127,128,44,134,134,46,470193,140.67658666175274,274830.0
fVpVVPlWh4M=,2024-06-15,621.5384615384615,575.8305084745763,714.741935483871,72720.0,33974.0,22157.0,128851.0,1383,914,1658,109,55,8,148,148,11,214281,66.30138687321015,85430.0
SdhrzG5Ho9Q=,2024-06-23,1021.5696202531644,736.4,588.795918367347,80704.0,73640.0,28851.0,183195.0,1527,1341,1568,79,97,21,143,143,31,283638,54.828461475476956,100443.0
C3VIzM2F09o=,2024-06-01,477.3484848484849,394.9122807017544,893.3333333333334,63010.0,45020.0,32160.0,140190.0,1746,1698,1763,122,105,4,168,168,6,398354,184.15293530209001,258164.0
byvgBTk14A0=,2024-06-29,644.9166666666666,636.9307692307692,558.9655172413793,77390.0,82801.0,16210.0,176401.0,990,1311,1429,109,104,46,124,124,52,309988,75.72916253309222,133587.0
QZaS9usybzs=,2024-06-08,340.8974358974359,447.5,331.8333333333333,26590.0,36695.0,29865.0,93150.0,772,1681,1706,56,87,21,142,142,34,225305,141.87332259796028,132155.0
e6MuqMH5ryk=,2024-06-04,526.5086206896551,368.8235294117647,616.8421052631579,61075.0,25080.0,23440.0,109595.0,982,810,1202,106,79,9,146,146,12,178900,63.237373967790504,69305.0
SAHoEfJjiXg=,2024-06-02,580.6089743589744,347.9125,695.0,90575.0,55666.0,695.0,146936.0,1414,1088,1992,144,129,26,138,138,26,387276,163.5678118364458,240340.0
bptpoA/d/EY=,2024-06-01,105.1063829787234,432.44444444444446,380.0,4940.0,15568.0,1520.0,22028.0,245,735,1092,26,25,23,47,47,42,49861,126.35282367895407,27833.0
KDA+Bf/6T2Y=,2024-06-27,223.34782608695653,909.2,888.1067961165048,15411.0,50006.0,91475.0,156892.0,871,1628,2131,81,87,67,102,102,78,354964,126.24735486831706,198072.0
JpxxnU+OjvU=,2024-06-30,825.7627118644068,792.4426229508197,1031.842105263158,48720.0,48339.0,117630.0,214689.0,1323,1440,1995,81,66,88,89,89,97,377763,75.95824657993656,163074.0
ryEdhSsRqPI=,2024-06-30,1643.0555555555557,1217.5,2939.2105263157896,147875.0,107140.0,111690.0,366705.0,1602,1893,2284,81,85,2,129,129,3,295235,-19.489780613844918,-71470.0
aStRhVNa4r8=,2024-06-21,863.0588235294117,322.1111111111111,1115.2,102704.0,17394.0,16728.0,136826.0,1644,480,1828,130,71,0,164,164,0,247800,81.10593015947262,110974.0
95LJpZDiYG4=,2024-06-02,569.4418604651163,425.06666666666666,544.5555555555555,24486.0,12752.0,68614.0,105852.0,1392,1086,1762,19,35,50,78,78,111,152558,44.12387106526093,46706.0
QKrgUgw8COQ=,2024-06-07,390.0659340659341,614.3298969072165,749.516129032258,35496.0,59590.0,46470.0,141556.0,1301,1666,1948,67,102,33,124,124,40,321383,127.03594337223431,179827.0
R32PMJAk2wA=,2024-06-04,430.81052631578945,487.0425531914894,527.1607142857143,40927.0,45782.0,29521.0,116230.0,1134,1486,1711,111,102,59,102,102,56,363056,212.35997590983393,246826.0
+Zzx/9Kl7hQ=,2024-06-17,303.57608695652175,574.0229885057471,693.574074074074,27929.0,49940.0,37453.0,115322.0,927,1316,1747,78,67,31,113,113,45,214635,86.1180000346855,99313.0
VW9KcZP7xz8=,2024-06-13,1253.1538461538462,571.6666666666666,1690.258064516129,179201.0,78890.0,52398.0,310489.0,2437,1203,3509,138,119,17,158,158,20,539116,73.63449268734158,228627.0
UwuPKyJxbec=,2024-06-26,234.5,858.035294117647,870.9230769230769,22043.0,72933.0,22644.0,117620.0,1006,1687,1707,60,68,5,132,132,10,183611,56.10525420846795,65991.0
NlyoQTETVuk=,2024-06-19,864.0,409.0769230769231,596.3724137931034,13824.0,10636.0,86474.0,110934.0,1304,1146,1682,29,32,73,53,53,121,197274,77.83006111742117,86340.0
SKWL3fqmwn0=,2024-06-28,421.5416666666667,465.43333333333334,580.0,30351.0,41889.0,15660.0,87900.0,1325,840,1803,40,54,43,73,73,59,175889,100.10125142207053,87989.0
S536cBAfows=,2024-06-29,432.05882352941177,739.5696202531645,966.4605263157896,14690.0,58426.0,73451.0,146567.0,2061,1114,2456,110,123,22,149,149,27,417764,185.032783641611,271197.0
wQcr5KmKngk=,2024-06-19,906.309523809524,1239.965909090909,1022.7837837837836,76130.0,109117.0,75686.0,260933.0,1460,2332,2573,102,103,15,143,143,21,427711,63.91602442006186,166778.0
BM5irhbbnl8=,2024-06-04,580.2290076335878,215.0,532.8235294117648,76010.0,17200.0,18116.0,111326.0,1078,1022,1572,76,62,41,113,113,61,209744,88.40522429621113,98418.0
sH4eLJFYxVw=,2024-06-23,1558.0,1166.5454545454545,1102.142857142857,224352.0,192480.0,7715.0,424547.0,2037,1415,2361,112,132,39,137,137,41,507003,19.422113452691928,82456.0
fQHaCmiJtAA=,2024-06-27,843.6153846153846,834.3,1021.2222222222222,120637.0,116802.0,18382.0,255821.0,1639,1488,1762,137,136,3,180,180,4,432197,68.94508269454033,176376.0
c1Szb00eb/Q=,2024-06-26,512.6515151515151,710.6666666666666,259.0,67670.0,110864.0,1813.0,180347.0,1112,946,1308,132,128,0,176,176,0,267872,48.53144216427221,87525.0
Hx5zjiFM4Y0=,2024-06-27,678.188679245283,786.2307692307693,1052.5,107832.0,71547.0,2105.0,181484.0,1423,1364,2099,117,125,37,138,138,41,414654,128.47964558859184,233170.0
RI3MQd/9iOo=,2024-06-19,597.8018018018018,714.7077922077922,784.5652173913044,66356.0,110065.0,18045.0,194466.0,1742,1010,2441,151,140,29,154,154,30,475231,144.37742330278815,280765.0
yzmsRm0Bwwk=,2024-06-08,592.4137931034483,639.3888888888889,963.3829787234042,68720.0,69054.0,45279.0,183053.0,1325,939,1393,126,109,21,146,146,24,298554,63.097026544224896,115501.0
21kRBVI5WnI=,2024-06-21,691.7741935483871,425.38461538461536,485.9,42890.0,22120.0,48590.0,113600.0,1188,973,1618,47,65,73,85,85,95,237195,108.79841549295774,123595.0
qm3YIougEug=,2024-06-15,605.8163265306123,499.7073170731707,825.0,29685.0,20488.0,6600.0,56773.0,1260,1140,1368,47,37,11,77,77,18,116448,105.11158473217903,59675.0
9m5Eacrszxg=,2024-06-30,668.6923076923077,681.4496124031008,,104316.0,87907.0,0.0,192223.0,1558,1606,1722,109,112,0,164,164,0,349694,81.92099800752251,157471.0
6KUdrXSF4z4=,2024-06-08,250.1489361702128,638.5,470.27777777777777,23514.0,63850.0,33860.0,121224.0,510,1486,1635,83,96,46,119,119,57,260196,114.64066521480896,138972.0
g3pJY2yWIV8=,2024-06-04,651.9733333333334,590.6603773584906,1032.0,48898.0,62610.0,1032.0,112540.0,1433,918,1627,92,122,6,151,151,7,253594,125.33676914874712,141054.0
aStRhVNa4r8=,2024-06-24,796.5294117647059,305.92105263157896,1169.090909090909,94787.0,11625.0,12860.0,119272.0,1644,480,1828,116,56,0,164,164,0,217584,82.42672211415923,98312.0
OZ6ph9XjboM=,2024-06-17,742.4134615384615,579.5,1007.875,77211.0,48678.0,24189.0,150078.0,2377,1114,2818,109,79,0,134,134,0,347099,131.27906821786004,197021.0
YMhFIGI0MyI=,2024-06-29,453.35483870967744,318.90909090909093,680.204081632653,14054.0,24556.0,33330.0,71940.0,739,955,1731,50,48,55,83,83,91,177995,147.4214623297192,106055.0
Q2NuALH18k4=,2024-06-27,486.13675213675214,370.22314049586777,857.3207547169811,56878.0,44797.0,45438.0,147113.0,1098,871,1394,140,144,4,184,184,5,284720,93.53830049009945,137607.0
gjBzl375A2s=,2024-06-17,1484.1818181818182,317.65432098765433,1282.2784810126582,130608.0,25730.0,101300.0,257638.0,2175,967,2577,96,95,52,114,114,62,434669,68.71307803973016,177031.0
039OOeuUIe8=,2024-06-28,380.1126760563381,288.02777777777777,301.53846153846155,26988.0,10369.0,3920.0,41277.0,366,450,469,62,48,15,72,72,18,51327,24.347699687477288,10050.0
JQtBia1REsk=,2024-06-06,545.3064516129032,549.4887218045113,932.3333333333334,67618.0,73082.0,27970.0,168670.0,1640,1263,2197,94,109,10,154,154,14,313797,86.04197545503052,145127.0
+NbuOgER9hs=,2024-06-25,690.5421686746988,636.9833333333333,851.6153846153846,57315.0,76438.0,22142.0,155895.0,1686,1112,2058,114,115,31,131,131,35,383882,146.24394624587063,227987.0
v0eVj1A/1i4=,2024-06-04,1354.1037735849056,167.0,1136.125,143535.0,1169.0,45445.0,190149.0,2104,579,2457,82,10,13,137,137,22,210259,10.57591678105065,20110.0
2xOTnHiCRJc=,2024-06-01,720.8411214953271,337.5892857142857,743.6911764705883,77130.0,37810.0,50571.0,165511.0,2317,1436,2708,156,139,20,163,163,21,615216,271.70701645207873,449705.0
VHSUkwuU6IA=,2024-06-03,527.2796610169491,281.6510067114094,858.1538461538462,62219.0,41966.0,11156.0,115341.0,1524,567,1817,113,109,22,147,147,29,273989,137.54692607138833,158648.0
jrpPRjczxcA=,2024-06-16,307.4173228346457,527.0,864.1025641025641,39042.0,26350.0,33700.0,99092.0,1009,858,1183,118,73,36,135,135,41,224284,126.33915956888548,125192.0
nzEk99EaKIk=,2024-06-28,1526.34693877551,612.7826086956521,1853.5625,149582.0,42282.0,118628.0,310492.0,2126,1245,2961,85,95,46,112,112,54,435191,40.16174329773392,124699.0
Yai0V69DkFY=,2024-06-21,519.64,607.8494623655914,761.0,51964.0,56530.0,11415.0,119909.0,914,1066,1199,78,91,3,128,128,4,171895,43.354543862429004,51986.0
rnjFB3BzAf8=,2024-06-10,529.9694656488549,465.9495798319328,644.0714285714286,69426.0,55448.0,18034.0,142908.0,1499,864,1544,115,119,25,145,145,31,313801,119.58252861981136,170893.0
ZbifxFY3o+c=,2024-06-12,274.3484848484849,846.9672131147541,773.0526315789474,36214.0,103330.0,29376.0,168920.0,1094,1697,1886,125,131,53,127,127,53,452227,167.71667061330808,283307.0
sxQCnQ24xlk=,2024-06-11,484.73118279569894,677.0608695652174,869.4117647058823,45080.0,77862.0,14780.0,137722.0,1353,1299,2009,99,81,25,126,126,32,289391,110.12692235082267,151669.0
kEJrzZB1gBw=,2024-06-09,476.5797101449275,423.55479452054794,717.5,65768.0,61839.0,5740.0,133347.0,863,986,1216,130,125,7,156,156,8,243952,82.94524811206851,110605.0
isMeXkZqNyU=,2024-06-01,399.1224489795918,1242.9255319148936,1006.175,39114.0,116835.0,40247.0,196196.0,897,2423,3024,128,96,16,158,158,20,395808,101.74111602683031,199612.0
I9WkwtRlmDE=,2024-06-09,499.75308641975306,497.32142857142856,676.9418604651163,40480.0,41775.0,58217.0,140472.0,1638,1299,2572,104,105,43,134,134,55,417343,197.10048977732217,276871.0
NL4ap405gvg=,2024-06-13,241.23333333333332,461.37908496732024,464.38461538461536,28948.0,70591.0,12074.0,111613.0,1026,1031,1250,148,146,28,159,159,30,337374,202.27124080528256,225761.0
6YVxKmN6RrU=,2024-06-24,504.6503067484663,1833.946153846154,2225.5555555555557,82258.0,238413.0,20030.0,340701.0,1491,2338,2730,100,111,36,151,151,49,506898,48.78089585883223,166197.0
1ZIaM5T9L0k=,2024-06-26,641.1075949367089,753.1428571428571,,101295.0,105440.0,0.0,206735.0,1251,1168,1285,138,149,9,164,164,10,358235,73.28222120105448,151500.0
4vAUwNywfX4=,2024-06-26,717.7478260869565,436.47058823529414,911.2307692307692,82541.0,66780.0,11846.0,161167.0,2006,912,2337,132,123,8,166,166,10,395664,145.49938883270147,234497.0
gsZb3gQVFss=,2024-06-17,515.1044776119403,418.6369426751592,800.0,69024.0,65726.0,4800.0,139550.0,1673,978,1775,136,135,13,155,155,15,382633,174.19061268362594,243083.0
pS/Qu/0lgeI=,2024-06-03,698.9274193548387,320.40495867768595,602.2222222222222,86667.0,38769.0,10840.0,136276.0,1547,770,1742,107,117,28,142,142,34,304395,123.36655023628518,168119.0
AIWZNXjxOpU=,2024-06-27,501.73333333333335,660.2314049586777,890.6607142857143,60208.0,79888.0,49877.0,189973.0,921,1293,1480,126,126,20,159,159,25,308564,62.42518673706263,118591.0
sxQCnQ24xlk=,2024-06-29,575.0,671.8518518518518,856.4,56350.0,54420.0,42820.0,153590.0,1353,1299,2009,96,95,25,121,121,31,303518,97.61573019076762,149928.0
eCIyHr+bqn4=,2024-06-21,414.69565217391306,301.8863636363636,483.96774193548384,19076.0,13283.0,15003.0,47362.0,709,587,734,57,47,8,79,79,11,73874,55.97736582070014,26512.0
+y/TjA1b+Ak=,2024-06-14,718.1333333333333,1110.4065934065934,1418.0,96948.0,101047.0,24106.0,222101.0,1644,1978,3492,132,90,4,153,153,5,408996,84.14865309026074,186895.0
klEjnx7rTMA=,2024-06-05,153.57142857142858,381.3888888888889,427.4583333333333,4300.0,13730.0,10259.0,28289.0,253,611,717,47,42,20,63,63,27,51893,83.43879246350171,23604.0
qkWUQVDcHzs=,2024-06-19,374.8695652173913,665.2307692307693,417.1458333333333,43110.0,43240.0,20023.0,106373.0,770,1066,1081,114,95,30,139,139,37,221480,108.21073016648961,115107.0
a19Q6Nxw9dk=,2024-06-17,698.9473684210526,1200.875,569.4029850746268,13280.0,115284.0,38150.0,166714.0,1209,1316,1685,63,59,91,74,74,106,307146,84.23527718128052,140432.0
xtRJBdk4C8M=,2024-06-20,925.563025210084,1146.568,1725.695652173913,110142.0,143321.0,39691.0,293154.0,1367,1929,2144,113,104,34,137,137,41,427983,45.99254999078982,134829.0
uMSsqDjntO0=,2024-06-06,99.0,99.0,142.14285714285714,792.0,99.0,3980.0,4871.0,281,99,284,10,0,1,82,82,8,3094,-36.48121535618969,-1777.0
NNwegTjnq9I=,2024-06-29,314.50354609929076,751.6495726495726,593.125,44345.0,87943.0,9490.0,141778.0,814,895,905,125,116,4,174,174,6,209190,47.547574376842675,67412.0
sITPcySF0X8=,2024-06-02,224.59649122807016,1583.7767857142858,1297.7941176470588,25604.0,177383.0,44125.0,247112.0,978,2337,2626,96,108,63,111,111,65,511722,107.08099970863414,264610.0
L3rCsStn9/U=,2024-06-16,390.6315789473685,518.4,506.1521739130435,14844.0,20736.0,23283.0,58863.0,641,764,767,43,40,43,44,44,45,91104,54.77294735232658,32241.0
3reZ9vp4we4=,2024-06-10,593.0985915492957,339.2474226804124,843.0232558139535,42110.0,32907.0,36250.0,111267.0,1417,778,1957,129,118,25,132,132,26,323522,190.76186110886425,212255.0
u5+On6JkQek=,2024-06-19,426.0,568.4265734265734,547.8888888888889,58362.0,81285.0,9862.0,149509.0,874,1020,1479,140,130,35,135,135,35,302355,102.23197265716446,152846.0
2NL/CPiy3jA=,2024-06-08,774.1304347826087,755.0298507462686,1225.280701754386,53415.0,50587.0,139682.0,243684.0,1473,1527,2710,112,116,37,152,152,48,442378,81.53756504325274,198694.0
o602/DimIco=,2024-06-04,1288.0487804878048,721.8645833333334,1215.6727272727271,105620.0,69299.0,66862.0,241781.0,2596,1239,2748,87,91,21,135,135,31,396309,63.91238352062404,154528.0
mndRg/hZ5+w=,2024-06-09,339.4246575342466,307.98936170212767,866.0,49556.0,28951.0,1732.0,80239.0,1253,779,1425,158,94,15,161,161,15,292575,264.6294196089184,212336.0
I3wCLvDv7O8=,2024-06-22,710.1875,338.0,812.71,45452.0,16900.0,81271.0,143623.0,1403,543,1654,77,77,50,107,107,69,232542,61.91139302200901,88919.0
2YmZgSa7x7s=,2024-06-24,360.7154471544715,476.2357723577236,697.8780487804878,44368.0,58577.0,28613.0,131558.0,845,934,1264,127,128,19,150,150,22,250883,90.70143966919534,119325.0
pJEE2x8vrXk=,2024-06-14,602.3333333333334,613.0294117647059,572.5,36140.0,41686.0,45800.0,123626.0,822,1008,1359,96,101,41,112,112,46,236439,91.25345801045087,112813.0
gEsOYZfOOfU=,2024-06-08,619.7183098591549,559.390243902439,619.21875,44000.0,45870.0,39630.0,129500.0,1662,1171,2317,96,82,32,118,118,40,329718,154.60849420849422,200218.0
CyCokjRvHzc=,2024-06-28,480.5357142857143,662.4615384615385,656.1111111111111,53820.0,86120.0,29525.0,169465.0,669,1265,1478,123,88,56,124,124,56,276375,63.08677307998701,106910.0
hNp1/d5SHXI=,2024-06-28,777.9770992366413,279.3809523809524,747.2058823529412,101915.0,35202.0,25405.0,162522.0,1325,530,1418,111,91,34,132,132,40,243517,49.8363298507279,80995.0
+vbIV5VunAs=,2024-06-20,525.790909090909,651.8604651162791,1109.032258064516,57837.0,84090.0,34380.0,176307.0,879,1817,2136,110,112,12,148,148,16,325826,84.80604854033021,149519.0
alhDo5XUvME=,2024-06-27,616.7368421052631,693.2519685039371,679.4444444444445,35154.0,88043.0,36690.0,159887.0,983,1108,1306,123,146,0,184,184,0,282677,76.79798857943423,122790.0
9qT1S4psDGM=,2024-06-03,202.1,109.1,215.83333333333337,2021.0,1091.0,1295.0,4407.0,597,178,690,33,20,12,66,66,24,31541,615.7022918084865,27134.0
asgnU7bxK/Y=,2024-06-24,642.2592592592592,629.2537313432836,623.953488372093,69364.0,42160.0,26830.0,138354.0,1182,1232,1777,70,68,56,88,88,70,266028,92.28067132139294,127674.0
BpAgDOdT4sg=,2024-06-28,569.3456790123457,387.0204081632653,796.2586206896551,46117.0,18964.0,46183.0,111264.0,1383,748,1557,95,49,8,147,147,12,180493,62.220484613172275,69229.0
0mS8A4+6OPQ=,2024-06-24,390.7692307692308,613.2926829268292,434.8571428571428,20320.0,50290.0,30440.0,101050.0,805,1049,1106,79,80,13,136,136,22,161893,60.210786739237996,60843.0
nXGv7c1QKOY=,2024-06-01,186.06976744186048,610.5769230769231,865.3846153846154,8001.0,15875.0,11250.0,35126.0,597,960,1254,41,33,1,87,87,2,57411,63.44303365028754,22285.0
3ItLxOwx3YY=,2024-06-08,460.3636363636364,484.8979591836735,385.16161616161617,25320.0,23760.0,38131.0,87211.0,1093,1207,1655,61,69,71,81,81,83,267461,206.68264324454486,180250.0
0RUryhdqs5M=,2024-06-28,569.4545454545455,659.4776119402985,1120.0,62640.0,88370.0,33600.0,184610.0,411,747,770,98,120,43,133,133,47,163028,-11.690590975570121,-21582.0
gXkvr7EBZNk=,2024-06-27,1368.9504132231405,509.00892857142856,1597.88,165643.0,57009.0,79894.0,302546.0,2365,899,2798,113,123,14,160,160,18,416994,37.82829718456037,114448.0
WEd5xSPoaSA=,2024-06-20,1563.8513513513512,669.55,539.7142857142857,231450.0,93737.0,3778.0,328965.0,1992,1052,2377,131,139,8,149,149,9,426196,29.556639764108645,97231.0
A0MqbNmrKvg=,2024-06-11,337.30573248407643,338.09815950920245,,52957.0,55110.0,0.0,108067.0,1301,1220,1378,97,109,30,141,141,39,300517,178.08396642823433,192450.0
PqGzZmFDoho=,2024-06-03,1311.1186440677966,617.5,1328.3958333333333,154712.0,50635.0,63763.0,269110.0,2107,1836,2473,94,101,32,134,134,42,462630,71.91111441418008,193520.0
2rAHhvSpztQ=,2024-06-04,597.8947368421053,725.6923076923077,503.0703125,11360.0,18868.0,64393.0,94621.0,1519,910,2095,37,37,63,65,65,111,221858,134.47014933260058,127237.0
C2OyQ+WYnfc=,2024-06-02,724.5445544554456,1090.41,1043.4827586206898,73179.0,109041.0,30261.0,212481.0,1013,2255,3335,86,82,19,134,134,30,335393,57.84611329954208,122912.0
UTJZr5KrVgo=,2024-06-16,1889.548872180451,579.6050420168067,2087.8536585365855,251310.0,68973.0,85602.0,405885.0,2877,1122,3449,138,97,21,153,153,23,578289,42.47607080823386,172404.0
33LwzV0n+X4=,2024-06-23,538.8620689655172,586.5116279069767,615.8717948717949,15627.0,25220.0,48038.0,88885.0,1190,1121,1619,41,55,51,66,66,62,193014,117.15025032345166,104129.0
55EcuAIkDuc=,2024-06-20,496.13793103448273,1139.529411764706,558.9344262295082,14388.0,19372.0,34095.0,67855.0,1162,1614,1648,46,15,59,56,56,72,174894,157.7466656841795,107039.0
6IrXAJuV7m4=,2024-06-01,389.01503759398497,283.5,577.0,51739.0,30618.0,18464.0,100821.0,1399,954,1605,142,146,0,176,176,0,337942,235.19008936630263,237121.0
msH5rBgOsv0=,2024-06-23,417.43,496.1946902654867,1160.3333333333333,41743.0,56070.0,10443.0,108256.0,1342,1057,2127,123,110,9,153,153,11,300479,177.56336831214898,192223.0
w++jdEqvG+U=,2024-06-21,528.4188034188035,817.6551724137931,1334.7058823529412,61825.0,94848.0,22690.0,179363.0,1369,1672,2803,68,71,29,118,118,48,293091,63.40661117398795,113728.0
mzm27wcQCTk=,2024-06-12,414.59183673469386,775.6013986013986,834.375,60945.0,110911.0,6675.0,178531.0,1071,1333,1465,126,122,0,158,158,0,297572,66.67805591185845,119041.0
